run_id,architecture,val_acc,val_f1,num_parameters,model_size_mb,checkpoint_size_mb,latency_ms_mean,latency_ms_p95
6899e8e2,vit_b_16,1.0,1.0,85877094,343.508784,1030.723581,84.23414213339129,88.18570299990824
4632c1bb,convnext_tiny,0.9998255968093872,0.9998308420181274,27898566,111.594672,335.018119,29.63883153321755,38.634164000541205
747435c3,resnet50,0.9996511340141296,0.9995214939117432,23717030,95.081432,285.072689,31.314552933145023,33.57607399993867
d6508546,efficientnet_v2_s,0.9996511340141296,0.9994719624519348,20308150,81.849376,245.016249,30.861859166361683,32.38911399967037
